,HDAT,DayFl,harvDM_f_hay,n_cycle,texture,date,nyear_month_day,daytoflower,period
13043,2005-12-19,0,2178.86183826621,2,clayloam,2005-12-19,2004-12-19,,2001 - 2008
13044,2005-12-20,0,2178.86183826621,2,clayloam,2005-12-20,2004-12-20,,2001 - 2008
13045,2005-12-21,0,2178.86183826621,2,clayloam,2005-12-21,2004-12-21,,2001 - 2008
13046,2005-12-22,0,2178.86183826621,2,clayloam,2005-12-22,2004-12-22,,2001 - 2008
13047,2005-12-23,0,2178.86183826621,2,clayloam,2005-12-23,2004-12-23,,2001 - 2008
13048,2005-12-24,0,2178.86183826621,2,clayloam,2005-12-24,2004-12-24,,2001 - 2008
13049,2005-12-25,0,2178.86183826621,2,clayloam,2005-12-25,2004-12-25,,2001 - 2008
13050,2005-12-26,0,2178.86183826621,2,clayloam,2005-12-26,2004-12-26,,2001 - 2008
13051,2005-12-27,0,2178.86183826621,2,clayloam,2005-12-27,2004-12-27,,2001 - 2008
13052,2005-12-28,0,2178.86183826621,2,clayloam,2005-12-28,2004-12-28,,2001 - 2008
13053,2005-12-29,0,2178.86183826621,2,clayloam,2005-12-29,2004-12-29,,2001 - 2008
13054,2005-12-30,0,2178.86183826621,2,clayloam,2005-12-30,2004-12-30,,2001 - 2008
13055,2005-12-31,0,2178.86183826621,2,clayloam,2005-12-31,2004-12-31,,2001 - 2008
13056,2006-01-01,0,2178.86183826621,2,clayloam,2006-01-01,2005-01-01,,2001 - 2008
13057,2006-01-02,0,2178.86183826621,2,clayloam,2006-01-02,2005-01-02,,2001 - 2008
13058,2006-01-03,0,2178.86183826621,2,clayloam,2006-01-03,2005-01-03,,2001 - 2008
13059,2006-01-04,0,2178.86183826621,2,clayloam,2006-01-04,2005-01-04,,2001 - 2008
13060,2006-01-05,0,2178.86183826621,2,clayloam,2006-01-05,2005-01-05,,2001 - 2008
13061,2006-01-06,0,2178.86183826621,2,clayloam,2006-01-06,2005-01-06,,2001 - 2008
13062,2006-01-07,0,2178.86183826621,2,clayloam,2006-01-07,2005-01-07,,2001 - 2008
13063,2006-01-08,0,2178.86183826621,2,clayloam,2006-01-08,2005-01-08,,2001 - 2008
13064,2006-01-09,0,2178.86183826621,2,clayloam,2006-01-09,2005-01-9,,2001 - 2008
13065,2006-01-10,0,2178.86183826621,2,clayloam,2006-01-10,2005-01-10,,2001 - 2008
13066,2006-01-11,0,2178.86183826621,2,clayloam,2006-01-11,2005-01-11,,2001 - 2008
13067,2006-01-12,0,2178.86183826621,2,clayloam,2006-01-12,2005-01-12,,2001 - 2008
13068,2006-01-13,0,2178.86183826621,2,clayloam,2006-01-13,2005-01-13,,2001 - 2008
13069,2006-01-14,0,2178.86183826621,2,clayloam,2006-01-14,2005-01-14,,2001 - 2008
13070,2006-01-15,0,2178.86183826621,2,clayloam,2006-01-15,2005-01-15,,2001 - 2008
13071,2006-01-16,0,2178.86183826621,2,clayloam,2006-01-16,2005-01-16,,2001 - 2008
13072,2006-01-17,0,2178.86183826621,2,clayloam,2006-01-17,2005-01-17,,2001 - 2008
13073,2006-01-18,0,2178.86183826621,2,clayloam,2006-01-18,2005-01-18,,2001 - 2008
13074,2006-01-19,0,2178.86183826621,2,clayloam,2006-01-19,2005-01-19,,2001 - 2008
13075,2006-01-20,0,2178.86183826621,2,clayloam,2006-01-20,2005-01-20,,2001 - 2008
13076,2006-01-21,0,2178.86183826621,2,clayloam,2006-01-21,2005-01-21,,2001 - 2008
13077,2006-01-22,0,2178.86183826621,2,clayloam,2006-01-22,2005-01-22,,2001 - 2008
13078,2006-01-23,0,2178.86183826621,2,clayloam,2006-01-23,2005-01-23,,2001 - 2008
13079,2006-01-24,0,2178.86183826621,2,clayloam,2006-01-24,2005-01-24,,2001 - 2008
13080,2006-01-25,0,2178.86183826621,2,clayloam,2006-01-25,2005-01-25,,2001 - 2008
13081,2006-01-26,0,2178.86183826621,2,clayloam,2006-01-26,2005-01-26,,2001 - 2008
13082,2006-01-27,0,2178.86183826621,2,clayloam,2006-01-27,2005-01-27,,2001 - 2008
13083,2006-01-28,0,2178.86183826621,2,clayloam,2006-01-28,2005-01-28,,2001 - 2008
13084,2006-01-29,0,2178.86183826621,2,clayloam,2006-01-29,2005-01-29,,2001 - 2008
13085,2006-01-30,0,2178.86183826621,2,clayloam,2006-01-30,2005-01-30,,2001 - 2008
13086,2006-01-31,0,2178.86183826621,2,clayloam,2006-01-31,2005-01-31,,2001 - 2008
13087,2006-02-01,0,2178.86183826621,2,clayloam,2006-02-01,2005-02-01,,2001 - 2008
13088,2006-02-02,0,2178.86183826621,2,clayloam,2006-02-02,2005-02-02,,2001 - 2008
13089,2006-02-03,0,2178.86183826621,2,clayloam,2006-02-03,2005-02-03,,2001 - 2008
13090,2006-02-04,1,2178.86183826621,2,clayloam,2006-02-04,2005-02-04,1378.0,2001 - 2008
13091,2006-02-05,0,2178.86183826621,2,clayloam,2006-02-05,2005-02-05,,2001 - 2008
13092,2006-02-06,0,2178.86183826621,2,clayloam,2006-02-06,2005-02-06,,2001 - 2008
13093,2006-02-07,0,2178.86183826621,2,clayloam,2006-02-07,2005-02-07,,2001 - 2008
13094,2006-02-08,0,2178.86183826621,2,clayloam,2006-02-08,2005-02-08,,2001 - 2008
13095,2006-02-09,0,2178.86183826621,2,clayloam,2006-02-09,2005-02-9,,2001 - 2008
13096,2006-02-10,0,2178.86183826621,2,clayloam,2006-02-10,2005-02-10,,2001 - 2008
13097,2006-02-11,0,2178.86183826621,2,clayloam,2006-02-11,2005-02-11,,2001 - 2008
13098,2006-02-12,0,2178.86183826621,2,clayloam,2006-02-12,2005-02-12,,2001 - 2008
13099,2006-02-13,0,2178.86183826621,2,clayloam,2006-02-13,2005-02-13,,2001 - 2008
13100,2006-02-14,0,2178.86183826621,2,clayloam,2006-02-14,2005-02-14,,2001 - 2008
13101,2006-02-15,0,2178.86183826621,2,clayloam,2006-02-15,2005-02-15,,2001 - 2008
13102,2006-02-16,0,2178.86183826621,2,clayloam,2006-02-16,2005-02-16,,2001 - 2008
13103,2006-02-17,0,2178.86183826621,2,clayloam,2006-02-17,2005-02-17,,2001 - 2008
13104,2006-02-18,0,2178.86183826621,2,clayloam,2006-02-18,2005-02-18,,2001 - 2008
13105,2006-02-19,0,2178.86183826621,2,clayloam,2006-02-19,2005-02-19,,2001 - 2008
13106,2006-02-20,0,2178.86183826621,2,clayloam,2006-02-20,2005-02-20,,2001 - 2008
13107,2006-02-21,0,2178.86183826621,2,clayloam,2006-02-21,2005-02-21,,2001 - 2008
13108,2006-02-22,0,2178.86183826621,2,clayloam,2006-02-22,2005-02-22,,2001 - 2008
13109,2006-02-23,0,2178.86183826621,2,clayloam,2006-02-23,2005-02-23,,2001 - 2008
13110,2006-02-24,0,2178.86183826621,2,clayloam,2006-02-24,2005-02-24,,2001 - 2008
13111,2006-02-25,0,2178.86183826621,2,clayloam,2006-02-25,2005-02-25,,2001 - 2008
13112,2006-02-26,0,2178.86183826621,2,clayloam,2006-02-26,2005-02-26,,2001 - 2008
13113,2006-02-27,0,2178.86183826621,2,clayloam,2006-02-27,2005-02-27,,2001 - 2008
13114,2006-02-28,0,2178.86183826621,2,clayloam,2006-02-28,2005-02-28,,2001 - 2008
13115,2006-03-01,0,2178.86183826621,2,clayloam,2006-03-01,2005-03-01,,2001 - 2008
13116,2006-03-02,0,2178.86183826621,2,clayloam,2006-03-02,2005-03-02,,2001 - 2008
13117,2006-03-03,0,2178.86183826621,2,clayloam,2006-03-03,2005-03-03,,2001 - 2008
13118,2006-03-04,0,2178.86183826621,2,clayloam,2006-03-04,2005-03-04,,2001 - 2008
13119,2006-03-05,0,2178.86183826621,2,clayloam,2006-03-05,2005-03-05,,2001 - 2008
13120,2006-03-06,0,2178.86183826621,2,clayloam,2006-03-06,2005-03-06,,2001 - 2008
13121,2006-03-07,0,2178.86183826621,2,clayloam,2006-03-07,2005-03-07,,2001 - 2008
13122,2006-03-08,0,2178.86183826621,2,clayloam,2006-03-08,2005-03-08,,2001 - 2008
13123,2006-03-09,0,2178.86183826621,2,clayloam,2006-03-09,2005-03-9,,2001 - 2008
13124,2006-03-10,0,2178.86183826621,2,clayloam,2006-03-10,2005-03-10,,2001 - 2008
13125,2006-03-11,0,2178.86183826621,2,clayloam,2006-03-11,2005-03-11,,2001 - 2008
13126,2006-03-12,0,2178.86183826621,2,clayloam,2006-03-12,2005-03-12,,2001 - 2008
13127,2006-03-13,0,2178.86183826621,2,clayloam,2006-03-13,2005-03-13,,2001 - 2008
13128,2006-03-14,0,2178.86183826621,2,clayloam,2006-03-14,2005-03-14,,2001 - 2008
13129,2006-03-15,0,2178.86183826621,2,clayloam,2006-03-15,2005-03-15,,2001 - 2008
13130,2006-03-16,0,2178.86183826621,2,clayloam,2006-03-16,2005-03-16,,2001 - 2008
13131,2006-03-17,0,2178.86183826621,2,clayloam,2006-03-17,2005-03-17,,2001 - 2008
13132,2006-03-18,0,2178.86183826621,2,clayloam,2006-03-18,2005-03-18,,2001 - 2008
13133,2006-03-19,0,2178.86183826621,2,clayloam,2006-03-19,2005-03-19,,2001 - 2008
13134,2006-03-20,0,2178.86183826621,2,clayloam,2006-03-20,2005-03-20,,2001 - 2008
13135,2006-03-21,0,2178.86183826621,2,clayloam,2006-03-21,2005-03-21,,2001 - 2008
13136,2006-03-22,0,2178.86183826621,2,clayloam,2006-03-22,2005-03-22,,2001 - 2008
13137,2006-03-23,0,2178.86183826621,2,clayloam,2006-03-23,2005-03-23,,2001 - 2008
13138,2006-03-24,0,2178.86183826621,2,clayloam,2006-03-24,2005-03-24,,2001 - 2008
13139,2006-03-25,0,2178.86183826621,2,clayloam,2006-03-25,2005-03-25,,2001 - 2008
13140,2006-03-26,0,2178.86183826621,2,clayloam,2006-03-26,2005-03-26,,2001 - 2008
13141,2006-03-27,0,2178.86183826621,2,clayloam,2006-03-27,2005-03-27,,2001 - 2008
13142,2006-03-28,0,2178.86183826621,2,clayloam,2006-03-28,2005-03-28,,2001 - 2008
13143,2006-03-29,0,2178.86183826621,2,clayloam,2006-03-29,2005-03-29,,2001 - 2008
13144,2006-03-30,0,2178.86183826621,2,clayloam,2006-03-30,2005-03-30,,2001 - 2008
13145,2006-03-31,0,2178.86183826621,2,clayloam,2006-03-31,2005-03-31,,2001 - 2008
13146,2006-04-01,0,2178.86183826621,2,clayloam,2006-04-01,2005-04-01,,2001 - 2008
13147,2006-04-02,0,2178.86183826621,2,clayloam,2006-04-02,2005-04-02,,2001 - 2008
13148,2006-04-03,0,2178.86183826621,2,clayloam,2006-04-03,2005-04-03,,2001 - 2008
13149,2006-04-04,0,2178.86183826621,2,clayloam,2006-04-04,2005-04-04,,2001 - 2008
13150,2006-04-05,0,2178.86183826621,2,clayloam,2006-04-05,2005-04-05,,2001 - 2008
13151,2006-04-06,0,2178.86183826621,2,clayloam,2006-04-06,2005-04-06,,2001 - 2008
13152,2006-04-07,0,2178.86183826621,2,clayloam,2006-04-07,2005-04-07,,2001 - 2008
13153,2006-04-08,0,2178.86183826621,2,clayloam,2006-04-08,2005-04-08,,2001 - 2008
13154,2006-04-09,0,2178.86183826621,2,clayloam,2006-04-09,2005-04-9,,2001 - 2008
13155,2006-04-10,0,2178.86183826621,2,clayloam,2006-04-10,2005-04-10,,2001 - 2008
13156,2006-04-11,0,2178.86183826621,2,clayloam,2006-04-11,2005-04-11,,2001 - 2008
13157,2006-04-12,0,2178.86183826621,2,clayloam,2006-04-12,2005-04-12,,2001 - 2008
13158,2006-04-13,0,2178.86183826621,2,clayloam,2006-04-13,2005-04-13,,2001 - 2008
13159,2006-04-14,0,2178.86183826621,2,clayloam,2006-04-14,2005-04-14,,2001 - 2008
13160,2006-04-15,0,2178.86183826621,2,clayloam,2006-04-15,2005-04-15,,2001 - 2008
13161,2006-04-16,0,2178.86183826621,2,clayloam,2006-04-16,2005-04-16,,2001 - 2008
13162,2006-04-17,0,2178.86183826621,2,clayloam,2006-04-17,2005-04-17,,2001 - 2008
13163,2006-04-18,0,2178.86183826621,2,clayloam,2006-04-18,2005-04-18,,2001 - 2008
13164,2006-04-19,0,2178.86183826621,2,clayloam,2006-04-19,2005-04-19,,2001 - 2008
13165,2006-04-20,0,2178.86183826621,2,clayloam,2006-04-20,2005-04-20,,2001 - 2008
13166,2006-04-21,0,2178.86183826621,2,clayloam,2006-04-21,2005-04-21,,2001 - 2008
13167,2006-04-22,0,2178.86183826621,2,clayloam,2006-04-22,2005-04-22,,2001 - 2008
13168,2006-04-23,0,2178.86183826621,2,clayloam,2006-04-23,2005-04-23,,2001 - 2008
13169,2006-04-24,0,2178.86183826621,2,clayloam,2006-04-24,2005-04-24,,2001 - 2008
13170,2006-04-25,0,2178.86183826621,2,clayloam,2006-04-25,2005-04-25,,2001 - 2008
13171,2006-04-26,0,2178.86183826621,2,clayloam,2006-04-26,2005-04-26,,2001 - 2008
13172,2006-04-27,0,2178.86183826621,2,clayloam,2006-04-27,2005-04-27,,2001 - 2008
13173,2006-04-28,0,2178.86183826621,2,clayloam,2006-04-28,2005-04-28,,2001 - 2008
13174,2006-04-29,0,2178.86183826621,2,clayloam,2006-04-29,2005-04-29,,2001 - 2008
13175,2006-04-30,0,2178.86183826621,2,clayloam,2006-04-30,2005-04-30,,2001 - 2008
13176,2006-05-01,0,2178.86183826621,2,clayloam,2006-05-01,2005-05-01,,2001 - 2008
13177,2006-05-02,0,2178.86183826621,2,clayloam,2006-05-02,2005-05-02,,2001 - 2008
13178,2006-05-03,0,2178.86183826621,2,clayloam,2006-05-03,2005-05-03,,2001 - 2008
13179,2006-05-04,0,2178.86183826621,2,clayloam,2006-05-04,2005-05-04,,2001 - 2008
13180,2006-05-05,0,2178.86183826621,2,clayloam,2006-05-05,2005-05-05,,2001 - 2008
13181,2006-05-06,0,2178.86183826621,2,clayloam,2006-05-06,2005-05-06,,2001 - 2008
13182,2006-05-07,0,2178.86183826621,2,clayloam,2006-05-07,2005-05-07,,2001 - 2008
13183,2006-05-08,0,2178.86183826621,2,clayloam,2006-05-08,2005-05-08,,2001 - 2008
13184,2006-05-09,0,2178.86183826621,2,clayloam,2006-05-09,2005-05-9,,2001 - 2008
13185,2006-05-10,0,2178.86183826621,2,clayloam,2006-05-10,2005-05-10,,2001 - 2008
13186,2006-05-11,0,2178.86183826621,2,clayloam,2006-05-11,2005-05-11,,2001 - 2008
13187,2006-05-12,0,2178.86183826621,2,clayloam,2006-05-12,2005-05-12,,2001 - 2008
13188,2006-05-13,0,2178.86183826621,2,clayloam,2006-05-13,2005-05-13,,2001 - 2008
13189,2006-05-14,0,2178.86183826621,2,clayloam,2006-05-14,2005-05-14,,2001 - 2008
13190,2006-05-15,0,2178.86183826621,2,clayloam,2006-05-15,2005-05-15,,2001 - 2008
13191,2006-05-16,0,2178.86183826621,2,clayloam,2006-05-16,2005-05-16,,2001 - 2008
13192,2006-05-17,0,2178.86183826621,2,clayloam,2006-05-17,2005-05-17,,2001 - 2008
13193,2006-05-18,0,2178.86183826621,2,clayloam,2006-05-18,2005-05-18,,2001 - 2008
13194,2006-05-19,0,2178.86183826621,2,clayloam,2006-05-19,2005-05-19,,2001 - 2008
13195,2006-05-20,0,2178.86183826621,2,clayloam,2006-05-20,2005-05-20,,2001 - 2008
13196,2006-05-21,0,2178.86183826621,2,clayloam,2006-05-21,2005-05-21,,2001 - 2008
13197,2006-05-22,0,2178.86183826621,2,clayloam,2006-05-22,2005-05-22,,2001 - 2008
13198,2006-05-23,0,2178.86183826621,2,clayloam,2006-05-23,2005-05-23,,2001 - 2008
13199,2006-05-24,0,2178.86183826621,2,clayloam,2006-05-24,2005-05-24,,2001 - 2008
13200,2006-05-25,0,2178.86183826621,2,clayloam,2006-05-25,2005-05-25,,2001 - 2008
13201,2006-05-26,0,2178.86183826621,2,clayloam,2006-05-26,2005-05-26,,2001 - 2008
13202,2006-05-27,0,2178.86183826621,2,clayloam,2006-05-27,2005-05-27,,2001 - 2008
13203,2006-05-28,0,2178.86183826621,2,clayloam,2006-05-28,2005-05-28,,2001 - 2008
13204,2006-05-29,0,2178.86183826621,2,clayloam,2006-05-29,2005-05-29,,2001 - 2008
13205,2006-05-30,0,2178.86183826621,2,clayloam,2006-05-30,2005-05-30,,2001 - 2008
13206,2006-05-31,0,2178.86183826621,2,clayloam,2006-05-31,2005-05-31,,2001 - 2008
13207,2006-06-01,0,2178.86183826621,2,clayloam,2006-06-01,2005-06-01,,2001 - 2008
13208,2006-06-02,0,2178.86183826621,2,clayloam,2006-06-02,2005-06-02,,2001 - 2008
13209,2006-06-03,0,2178.86183826621,2,clayloam,2006-06-03,2005-06-03,,2001 - 2008
13210,2006-06-04,0,2178.86183826621,2,clayloam,2006-06-04,2005-06-04,,2001 - 2008
13211,2006-06-05,0,2178.86183826621,2,clayloam,2006-06-05,2005-06-05,,2001 - 2008
13212,2006-06-06,0,2178.86183826621,2,clayloam,2006-06-06,2005-06-06,,2001 - 2008
13213,2006-06-07,0,2178.86183826621,2,clayloam,2006-06-07,2005-06-07,,2001 - 2008
13214,2006-06-08,0,2178.86183826621,2,clayloam,2006-06-08,2005-06-08,,2001 - 2008
13215,2006-06-09,0,2178.86183826621,2,clayloam,2006-06-09,2005-06-9,,2001 - 2008
13216,2006-06-10,0,2178.86183826621,2,clayloam,2006-06-10,2005-06-10,,2001 - 2008
13217,2006-06-11,0,2178.86183826621,2,clayloam,2006-06-11,2005-06-11,,2001 - 2008
13218,2006-06-12,0,2178.86183826621,2,clayloam,2006-06-12,2005-06-12,,2001 - 2008
13219,2006-06-13,0,2178.86183826621,2,clayloam,2006-06-13,2005-06-13,,2001 - 2008
13220,2006-06-14,0,2178.86183826621,2,clayloam,2006-06-14,2005-06-14,,2001 - 2008
13221,2006-06-15,0,2178.86183826621,2,clayloam,2006-06-15,2005-06-15,,2001 - 2008
13222,2006-06-16,0,2178.86183826621,2,clayloam,2006-06-16,2005-06-16,,2001 - 2008
13223,2006-06-17,0,2178.86183826621,2,clayloam,2006-06-17,2005-06-17,,2001 - 2008
13224,2006-06-18,0,2178.86183826621,2,clayloam,2006-06-18,2005-06-18,,2001 - 2008
13225,2006-06-19,0,2178.86183826621,2,clayloam,2006-06-19,2005-06-19,,2001 - 2008
13226,2006-06-20,0,2178.86183826621,2,clayloam,2006-06-20,2005-06-20,,2001 - 2008
13227,2006-06-21,0,2178.86183826621,2,clayloam,2006-06-21,2005-06-21,,2001 - 2008
13228,2006-06-22,0,2178.86183826621,2,clayloam,2006-06-22,2005-06-22,,2001 - 2008
13229,2006-06-23,0,2178.86183826621,2,clayloam,2006-06-23,2005-06-23,,2001 - 2008
13230,2006-06-24,0,2178.86183826621,2,clayloam,2006-06-24,2005-06-24,,2001 - 2008
13231,2006-06-25,0,2178.86183826621,2,clayloam,2006-06-25,2005-06-25,,2001 - 2008
13232,2006-06-26,0,2178.86183826621,2,clayloam,2006-06-26,2005-06-26,,2001 - 2008
13233,2006-06-27,0,2178.86183826621,2,clayloam,2006-06-27,2005-06-27,,2001 - 2008
13234,2006-06-28,0,2178.86183826621,2,clayloam,2006-06-28,2005-06-28,,2001 - 2008
13235,2006-06-29,0,2178.86183826621,2,clayloam,2006-06-29,2005-06-29,,2001 - 2008
13236,2006-06-30,0,2178.86183826621,2,clayloam,2006-06-30,2005-06-30,,2001 - 2008
13237,2006-07-01,0,0.0,2,clayloam,2006-07-01,2005-07-01,,2001 - 2008
13238,2006-07-02,0,0.0,2,clayloam,2006-07-02,2005-07-02,,2001 - 2008
13239,2006-07-03,0,0.0,2,clayloam,2006-07-03,2005-07-03,,2001 - 2008
13240,2006-07-04,0,0.0,2,clayloam,2006-07-04,2005-07-04,,2001 - 2008
13241,2006-07-05,0,0.0,2,clayloam,2006-07-05,2005-07-05,,2001 - 2008
13242,2006-07-06,0,0.0,2,clayloam,2006-07-06,2005-07-06,,2001 - 2008
13243,2006-07-07,0,0.0,2,clayloam,2006-07-07,2005-07-07,,2001 - 2008
13244,2006-07-08,0,0.0,2,clayloam,2006-07-08,2005-07-08,,2001 - 2008
13245,2006-07-09,0,0.0,2,clayloam,2006-07-09,2005-07-9,,2001 - 2008
13246,2006-07-10,0,0.0,2,clayloam,2006-07-10,2005-07-10,,2001 - 2008
13247,2006-07-11,0,0.0,2,clayloam,2006-07-11,2005-07-11,,2001 - 2008
13248,2006-07-12,0,0.0,2,clayloam,2006-07-12,2005-07-12,,2001 - 2008
13249,2006-07-13,0,0.0,2,clayloam,2006-07-13,2005-07-13,,2001 - 2008
13250,2006-07-14,0,0.0,2,clayloam,2006-07-14,2005-07-14,,2001 - 2008
13251,2006-07-15,0,0.0,2,clayloam,2006-07-15,2005-07-15,,2001 - 2008
13252,2006-07-16,0,0.0,2,clayloam,2006-07-16,2005-07-16,,2001 - 2008
13253,2006-07-17,0,0.0,2,clayloam,2006-07-17,2005-07-17,,2001 - 2008
13254,2006-07-18,0,0.0,2,clayloam,2006-07-18,2005-07-18,,2001 - 2008
13255,2006-07-19,0,0.0,2,clayloam,2006-07-19,2005-07-19,,2001 - 2008
13256,2006-07-20,0,0.0,2,clayloam,2006-07-20,2005-07-20,,2001 - 2008
13257,2006-07-21,0,0.0,2,clayloam,2006-07-21,2005-07-21,,2001 - 2008
13258,2006-07-22,0,0.0,2,clayloam,2006-07-22,2005-07-22,,2001 - 2008
13259,2006-07-23,0,0.0,2,clayloam,2006-07-23,2005-07-23,,2001 - 2008
13260,2006-07-24,0,0.0,2,clayloam,2006-07-24,2005-07-24,,2001 - 2008
13261,2006-07-25,0,0.0,2,clayloam,2006-07-25,2005-07-25,,2001 - 2008
13262,2006-07-26,0,0.0,2,clayloam,2006-07-26,2005-07-26,,2001 - 2008
13263,2006-07-27,0,0.0,2,clayloam,2006-07-27,2005-07-27,,2001 - 2008
13264,2006-07-28,0,0.0,2,clayloam,2006-07-28,2005-07-28,,2001 - 2008
13265,2006-07-29,0,0.0,2,clayloam,2006-07-29,2005-07-29,,2001 - 2008
13266,2006-07-30,0,0.0,2,clayloam,2006-07-30,2005-07-30,,2001 - 2008
13267,2006-07-31,0,0.0,2,clayloam,2006-07-31,2005-07-31,,2001 - 2008
13268,2006-08-01,0,0.0,2,clayloam,2006-08-01,2005-08-01,,2001 - 2008
13269,2006-08-02,0,0.0,2,clayloam,2006-08-02,2005-08-02,,2001 - 2008
13270,2006-08-03,0,0.0,2,clayloam,2006-08-03,2005-08-03,,2001 - 2008
13271,2006-08-04,0,0.0,2,clayloam,2006-08-04,2005-08-04,,2001 - 2008
13272,2006-08-05,0,0.0,2,clayloam,2006-08-05,2005-08-05,,2001 - 2008
13273,2006-08-06,0,0.0,2,clayloam,2006-08-06,2005-08-06,,2001 - 2008
13274,2006-08-07,0,0.0,2,clayloam,2006-08-07,2005-08-07,,2001 - 2008
13275,2006-08-08,0,0.0,2,clayloam,2006-08-08,2005-08-08,,2001 - 2008
13276,2006-08-09,0,0.0,2,clayloam,2006-08-09,2005-08-9,,2001 - 2008
13277,2006-08-10,0,0.0,2,clayloam,2006-08-10,2005-08-10,,2001 - 2008
13278,2006-08-11,0,0.0,2,clayloam,2006-08-11,2005-08-11,,2001 - 2008
13279,2006-08-12,0,0.0,2,clayloam,2006-08-12,2005-08-12,,2001 - 2008
13280,2006-08-13,0,0.0,2,clayloam,2006-08-13,2005-08-13,,2001 - 2008
13281,2006-08-14,0,0.0,2,clayloam,2006-08-14,2005-08-14,,2001 - 2008
13282,2006-08-15,0,0.0,2,clayloam,2006-08-15,2005-08-15,,2001 - 2008
13283,2006-08-16,0,0.0,2,clayloam,2006-08-16,2005-08-16,,2001 - 2008
13284,2006-08-17,0,0.0,2,clayloam,2006-08-17,2005-08-17,,2001 - 2008
13285,2006-08-18,0,0.0,2,clayloam,2006-08-18,2005-08-18,,2001 - 2008
13286,2006-08-19,0,0.0,2,clayloam,2006-08-19,2005-08-19,,2001 - 2008
13287,2006-08-20,0,0.0,2,clayloam,2006-08-20,2005-08-20,,2001 - 2008
13288,2006-08-21,0,0.0,2,clayloam,2006-08-21,2005-08-21,,2001 - 2008
13289,2006-08-22,0,0.0,2,clayloam,2006-08-22,2005-08-22,,2001 - 2008
13290,2006-08-23,0,0.0,2,clayloam,2006-08-23,2005-08-23,,2001 - 2008
13291,2006-08-24,0,0.0,2,clayloam,2006-08-24,2005-08-24,,2001 - 2008
13292,2006-08-25,0,0.0,2,clayloam,2006-08-25,2005-08-25,,2001 - 2008
13293,2006-08-26,0,0.0,2,clayloam,2006-08-26,2005-08-26,,2001 - 2008
13294,2006-08-27,0,0.0,2,clayloam,2006-08-27,2005-08-27,,2001 - 2008
13295,2006-08-28,0,0.0,2,clayloam,2006-08-28,2005-08-28,,2001 - 2008
13296,2006-08-29,0,0.0,2,clayloam,2006-08-29,2005-08-29,,2001 - 2008
13297,2006-08-30,0,0.0,2,clayloam,2006-08-30,2005-08-30,,2001 - 2008
13298,2006-08-31,0,0.0,2,clayloam,2006-08-31,2005-08-31,,2001 - 2008
13299,2006-09-01,0,0.0,2,clayloam,2006-09-01,2005-9-01,,2001 - 2008
13300,2006-09-02,0,0.0,2,clayloam,2006-09-02,2005-9-02,,2001 - 2008
13301,2006-09-03,0,0.0,2,clayloam,2006-09-03,2005-9-03,,2001 - 2008
13302,2006-09-04,0,805.138386673393,2,clayloam,2006-09-04,2005-9-04,,2001 - 2008
13303,2006-09-05,0,805.138386673393,2,clayloam,2006-09-05,2005-9-05,,2001 - 2008
13304,2006-09-06,0,805.138386673393,2,clayloam,2006-09-06,2005-9-06,,2001 - 2008
13305,2006-09-07,0,805.138386673393,2,clayloam,2006-09-07,2005-9-07,,2001 - 2008
13306,2006-09-08,0,805.138386673393,2,clayloam,2006-09-08,2005-9-08,,2001 - 2008
13307,2006-09-09,0,805.138386673393,2,clayloam,2006-09-09,2005-9-9,,2001 - 2008
13308,2006-09-10,0,805.138386673393,2,clayloam,2006-09-10,2005-9-10,,2001 - 2008
13309,2006-09-11,0,805.138386673393,2,clayloam,2006-09-11,2005-9-11,,2001 - 2008
13310,2006-09-12,0,805.138386673393,2,clayloam,2006-09-12,2005-9-12,,2001 - 2008
13311,2006-09-13,0,805.138386673393,2,clayloam,2006-09-13,2005-9-13,,2001 - 2008
13312,2006-09-14,0,805.138386673393,2,clayloam,2006-09-14,2005-9-14,,2001 - 2008
13313,2006-09-15,0,805.138386673393,2,clayloam,2006-09-15,2005-9-15,,2001 - 2008
13314,2006-09-16,0,805.138386673393,2,clayloam,2006-09-16,2005-9-16,,2001 - 2008
13315,2006-09-17,0,805.138386673393,2,clayloam,2006-09-17,2005-9-17,,2001 - 2008
13316,2006-09-18,0,805.138386673393,2,clayloam,2006-09-18,2005-9-18,,2001 - 2008
13317,2006-09-19,0,805.138386673393,2,clayloam,2006-09-19,2005-9-19,,2001 - 2008
13318,2006-09-20,0,805.138386673393,2,clayloam,2006-09-20,2005-9-20,,2001 - 2008
13319,2006-09-21,0,805.138386673393,2,clayloam,2006-09-21,2005-9-21,,2001 - 2008
13320,2006-09-22,0,805.138386673393,2,clayloam,2006-09-22,2005-9-22,,2001 - 2008
13321,2006-09-23,0,805.138386673393,2,clayloam,2006-09-23,2005-9-23,,2001 - 2008
13322,2006-09-24,0,805.138386673393,2,clayloam,2006-09-24,2005-9-24,,2001 - 2008
13323,2006-09-25,0,805.138386673393,2,clayloam,2006-09-25,2005-9-25,,2001 - 2008
13324,2006-09-26,0,805.138386673393,2,clayloam,2006-09-26,2005-9-26,,2001 - 2008
13325,2006-09-27,0,805.138386673393,2,clayloam,2006-09-27,2005-9-27,,2001 - 2008
13326,2006-09-28,0,805.138386673393,2,clayloam,2006-09-28,2005-9-28,,2001 - 2008
